Comb,growthRate,minProd,maxProd,combList,ACALD,ALCD2x,GLCabcpp,GND,HEX1,LDH_D,PFL,PFK,PYK,TKT2
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PFK",0.19480748031535,0.0645716400339194,0.0645994277775191,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK']",1,1,1,1,1,1,0,1,0,0
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PYK",0.194807480315481,0.0645716400339608,0.0645994276775369,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PYK']",1,1,1,1,1,1,0,0,1,0
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, LDH_D, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'TKT2']",1,1,1,1,1,1,0,0,0,1
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, PFL, PFK",0.187835287643064,0.0622606067331538,0.798973498690239,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PFK']",1,1,1,1,1,0,1,1,0,0
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, PFL, PYK",0.187835287643212,0.06226060673296,0.798973498855664,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PYK']",1,1,1,1,1,0,1,0,1,0
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, PFL, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'TKT2']",1,1,1,1,1,0,1,0,0,1
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, PFK, PYK",0.194807480315591,0.0645716400337991,0.0645994276806818,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFK', 'PYK']",1,1,1,1,1,0,0,1,1,0
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFK', 'TKT2']",1,1,1,1,1,0,0,1,0,1
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PYK', 'TKT2']",1,1,1,1,1,0,0,0,1,1
"ACALD, ALCD2x, GLCabcpp, GND, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PFK']",1,1,1,1,0,1,1,1,0,0
"ACALD, ALCD2x, GLCabcpp, GND, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PYK']",1,1,1,1,0,1,1,0,1,0
"ACALD, ALCD2x, GLCabcpp, GND, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'TKT2']",1,1,1,1,0,1,1,0,0,1
"ACALD, ALCD2x, GLCabcpp, GND, LDH_D, PFK, PYK",0.194807480315317,0.0645716400339103,0.0645994277505271,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFK', 'PYK']",1,1,1,1,0,1,0,1,1,0
"ACALD, ALCD2x, GLCabcpp, GND, LDH_D, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFK', 'TKT2']",1,1,1,1,0,1,0,1,0,1
"ACALD, ALCD2x, GLCabcpp, GND, LDH_D, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PYK', 'TKT2']",1,1,1,1,0,1,0,0,1,1
"ACALD, ALCD2x, GLCabcpp, GND, PFL, PFK, PYK",0.187835287643395,0.062260606733065,0.798973498818431,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PFK', 'PYK']",1,1,1,1,0,0,1,1,1,0
"ACALD, ALCD2x, GLCabcpp, GND, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PFK', 'TKT2']",1,1,1,1,0,0,1,1,0,1
"ACALD, ALCD2x, GLCabcpp, GND, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PYK', 'TKT2']",1,1,1,1,0,0,1,0,1,1
"ACALD, ALCD2x, GLCabcpp, GND, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'PFK', 'PYK', 'TKT2']",1,1,1,1,0,0,0,1,1,1
"ACALD, ALCD2x, GLCabcpp, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PFK']",1,1,1,0,1,1,1,1,0,0
"ACALD, ALCD2x, GLCabcpp, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PYK']",1,1,1,0,1,1,1,0,1,0
"ACALD, ALCD2x, GLCabcpp, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",1,1,1,0,1,1,1,0,0,1
"ACALD, ALCD2x, GLCabcpp, HEX1, LDH_D, PFK, PYK",0.194807480315415,0.0645716400338757,0.0645994277360267,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'PYK']",1,1,1,0,1,1,0,1,1,0
"ACALD, ALCD2x, GLCabcpp, HEX1, LDH_D, PFK, TKT2",0.191601956884304,0.063509132181884,0.0635291425541742,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",1,1,1,0,1,1,0,1,0,1
"ACALD, ALCD2x, GLCabcpp, HEX1, LDH_D, PYK, TKT2",0.191601956884232,0.063509132181887,0.0635291424033905,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",1,1,1,0,1,1,0,0,1,1
"ACALD, ALCD2x, GLCabcpp, HEX1, PFL, PFK, PYK",0.187835287642857,0.0622606067331094,0.798973498808921,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PFK', 'PYK']",1,1,1,0,1,0,1,1,1,0
"ACALD, ALCD2x, GLCabcpp, HEX1, PFL, PFK, TKT2",0.18310921116827,0.0606941078691744,1.41479565540594,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PFK', 'TKT2']",1,1,1,0,1,0,1,1,0,1
"ACALD, ALCD2x, GLCabcpp, HEX1, PFL, PYK, TKT2",0.183109211168299,0.0606941078690817,1.41479565550259,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PYK', 'TKT2']",1,1,1,0,1,0,1,0,1,1
"ACALD, ALCD2x, GLCabcpp, HEX1, PFK, PYK, TKT2",0.191601956884225,0.0635091321818852,0.0635291424723383,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'PFK', 'PYK', 'TKT2']",1,1,1,0,1,0,0,1,1,1
"ACALD, ALCD2x, GLCabcpp, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,1,1,0,0,1,1,1,1,0
"ACALD, ALCD2x, GLCabcpp, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,1,1,0,0,1,1,1,0,1
"ACALD, ALCD2x, GLCabcpp, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,1,1,0,0,1,1,0,1,1
"ACALD, ALCD2x, GLCabcpp, LDH_D, PFK, PYK, TKT2",0.191601956884295,0.0635091321819542,0.0635291423866414,"['ACALD', 'ALCD2x', 'GLCabcpp', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,1,1,0,0,1,0,1,1,1
"ACALD, ALCD2x, GLCabcpp, PFL, PFK, PYK, TKT2",0.183109211168036,0.0606941078690311,1.41479565542668,"['ACALD', 'ALCD2x', 'GLCabcpp', 'PFL', 'PFK', 'PYK', 'TKT2']",1,1,1,0,0,0,1,1,1,1
"ACALD, ALCD2x, GND, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK']",1,1,0,1,1,1,1,1,0,0
"ACALD, ALCD2x, GND, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PYK']",1,1,0,1,1,1,1,0,1,0
"ACALD, ALCD2x, GND, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",1,1,0,1,1,1,1,0,0,1
"ACALD, ALCD2x, GND, HEX1, LDH_D, PFK, PYK",0.194807480315292,0.0645716400338908,0.0645994277378773,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFK', 'PYK']",1,1,0,1,1,1,0,1,1,0
"ACALD, ALCD2x, GND, HEX1, LDH_D, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",1,1,0,1,1,1,0,1,0,1
"ACALD, ALCD2x, GND, HEX1, LDH_D, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",1,1,0,1,1,1,0,0,1,1
"ACALD, ALCD2x, GND, HEX1, PFL, PFK, PYK",0.187835287643073,0.0622606067330647,0.798973498859837,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'PFL', 'PFK', 'PYK']",1,1,0,1,1,0,1,1,1,0
"ACALD, ALCD2x, GND, HEX1, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'PFL', 'PFK', 'TKT2']",1,1,0,1,1,0,1,1,0,1
"ACALD, ALCD2x, GND, HEX1, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'PFL', 'PYK', 'TKT2']",1,1,0,1,1,0,1,0,1,1
"ACALD, ALCD2x, GND, HEX1, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'PFK', 'PYK', 'TKT2']",1,1,0,1,1,0,0,1,1,1
"ACALD, ALCD2x, GND, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,1,0,1,0,1,1,1,1,0
"ACALD, ALCD2x, GND, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,1,0,1,0,1,1,1,0,1
"ACALD, ALCD2x, GND, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,1,0,1,0,1,1,0,1,1
"ACALD, ALCD2x, GND, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,1,0,1,0,1,0,1,1,1
"ACALD, ALCD2x, GND, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'PFL', 'PFK', 'PYK', 'TKT2']",1,1,0,1,0,0,1,1,1,1
"ACALD, ALCD2x, HEX1, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,1,0,0,1,1,1,1,1,0
"ACALD, ALCD2x, HEX1, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,1,0,0,1,1,1,1,0,1
"ACALD, ALCD2x, HEX1, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,1,0,0,1,1,1,0,1,1
"ACALD, ALCD2x, HEX1, LDH_D, PFK, PYK, TKT2",0.191601956883934,0.0635091321818436,0.0635291423281472,"['ACALD', 'ALCD2x', 'HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,1,0,0,1,1,0,1,1,1
"ACALD, ALCD2x, HEX1, PFL, PFK, PYK, TKT2",0.183109211168293,0.0606941078688,1.41479565544407,"['ACALD', 'ALCD2x', 'HEX1', 'PFL', 'PFK', 'PYK', 'TKT2']",1,1,0,0,1,0,1,1,1,1
"ACALD, ALCD2x, LDH_D, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",1,1,0,0,0,1,1,1,1,1
"ACALD, GLCabcpp, GND, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK']",1,0,1,1,1,1,1,1,0,0
"ACALD, GLCabcpp, GND, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PYK']",1,0,1,1,1,1,1,0,1,0
"ACALD, GLCabcpp, GND, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",1,0,1,1,1,1,1,0,0,1
"ACALD, GLCabcpp, GND, HEX1, LDH_D, PFK, PYK",0.194807480315271,0.0645716400336,0.0645994277021523,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK', 'PYK']",1,0,1,1,1,1,0,1,1,0
"ACALD, GLCabcpp, GND, HEX1, LDH_D, PFK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",1,0,1,1,1,1,0,1,0,1
"ACALD, GLCabcpp, GND, HEX1, LDH_D, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",1,0,1,1,1,1,0,0,1,1
"ACALD, GLCabcpp, GND, HEX1, PFL, PFK, PYK",0.189214056431979,0.0627176292963656,0.0627477817333991,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PFK', 'PYK']",1,0,1,1,1,0,1,1,1,0
"ACALD, GLCabcpp, GND, HEX1, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PFK', 'TKT2']",1,0,1,1,1,0,1,1,0,1
"ACALD, GLCabcpp, GND, HEX1, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PYK', 'TKT2']",1,0,1,1,1,0,1,0,1,1
"ACALD, GLCabcpp, GND, HEX1, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'PFK', 'PYK', 'TKT2']",1,0,1,1,1,0,0,1,1,1
"ACALD, GLCabcpp, GND, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,0,1,1,0,1,1,1,1,0
"ACALD, GLCabcpp, GND, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,0,1,1,0,1,1,1,0,1
"ACALD, GLCabcpp, GND, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,0,1,1,0,1,1,0,1,1
"ACALD, GLCabcpp, GND, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,0,1,1,0,1,0,1,1,1
"ACALD, GLCabcpp, GND, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,1,1,0,0,1,1,1,1
"ACALD, GLCabcpp, HEX1, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,0,1,0,1,1,1,1,1,0
"ACALD, GLCabcpp, HEX1, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,0,1,0,1,1,1,1,0,1
"ACALD, GLCabcpp, HEX1, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,0,1,0,1,1,1,0,1,1
"ACALD, GLCabcpp, HEX1, LDH_D, PFK, PYK, TKT2",0.191601956884302,0.0635091321818644,0.0635291424048437,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,0,1,0,1,1,0,1,1,1
"ACALD, GLCabcpp, HEX1, PFL, PFK, PYK, TKT2",0.183109211168163,0.0606941078690817,1.4147956554681,"['ACALD', 'GLCabcpp', 'HEX1', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,1,0,1,0,1,1,1,1
"ACALD, GLCabcpp, LDH_D, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,1,0,0,1,1,1,1,1
"ACALD, GND, HEX1, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,0,0,1,1,1,1,1,1,0
"ACALD, GND, HEX1, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,0,0,1,1,1,1,1,0,1
"ACALD, GND, HEX1, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,0,0,1,1,1,1,0,1,1
"ACALD, GND, HEX1, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,0,0,1,1,1,0,1,1,1
"ACALD, GND, HEX1, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,0,1,1,0,1,1,1,1
"ACALD, GND, LDH_D, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,0,1,0,1,1,1,1,1
"ACALD, HEX1, LDH_D, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,0,0,1,1,1,1,1,1
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK']",0,1,1,1,1,1,1,1,0,0
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PYK']",0,1,1,1,1,1,1,0,1,0
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",0,1,1,1,1,1,1,0,0,1
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PFK, PYK",0.194807480315155,0.0645716400338961,0.0645994277194813,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK', 'PYK']",0,1,1,1,1,1,0,1,1,0
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",0,1,1,1,1,1,0,1,0,1
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",0,1,1,1,1,1,0,0,1,1
"ALCD2x, GLCabcpp, GND, HEX1, PFL, PFK, PYK",0.189214056431846,0.0627176292962716,0.0627477816210232,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PFK', 'PYK']",0,1,1,1,1,0,1,1,1,0
"ALCD2x, GLCabcpp, GND, HEX1, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PFK', 'TKT2']",0,1,1,1,1,0,1,1,0,1
"ALCD2x, GLCabcpp, GND, HEX1, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PYK', 'TKT2']",0,1,1,1,1,0,1,0,1,1
"ALCD2x, GLCabcpp, GND, HEX1, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFK', 'PYK', 'TKT2']",0,1,1,1,1,0,0,1,1,1
"ALCD2x, GLCabcpp, GND, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,1,1,1,0,1,1,1,1,0
"ALCD2x, GLCabcpp, GND, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,1,1,1,0,1,1,1,0,1
"ALCD2x, GLCabcpp, GND, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,1,1,1,0,1,1,0,1,1
"ALCD2x, GLCabcpp, GND, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,1,1,1,0,1,0,1,1,1
"ALCD2x, GLCabcpp, GND, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,1,1,0,0,1,1,1,1
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,1,1,0,1,1,1,1,1,0
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,1,1,0,1,1,1,1,0,1
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,1,1,0,1,1,1,0,1,1
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFK, PYK, TKT2",0.191601956884577,0.0635091321819042,0.0635291424011801,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,1,1,0,1,1,0,1,1,1
"ALCD2x, GLCabcpp, HEX1, PFL, PFK, PYK, TKT2",0.183109211168031,0.0606941078691065,1.41479565544692,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,1,0,1,0,1,1,1,1
"ALCD2x, GLCabcpp, LDH_D, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,1,0,0,1,1,1,1,1
"ALCD2x, GND, HEX1, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,1,0,1,1,1,1,1,1,0
"ALCD2x, GND, HEX1, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,1,0,1,1,1,1,1,0,1
"ALCD2x, GND, HEX1, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,1,0,1,1,1,1,0,1,1
"ALCD2x, GND, HEX1, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,1,0,1,1,1,0,1,1,1
"ALCD2x, GND, HEX1, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,0,1,1,0,1,1,1,1
"ALCD2x, GND, LDH_D, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,0,1,0,1,1,1,1,1
"ALCD2x, HEX1, LDH_D, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,0,0,1,1,1,1,1,1
"GLCabcpp, GND, HEX1, LDH_D, PFL, PFK, PYK",0.189214056431943,0.0627176292962078,0.0627477816766833,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,0,1,1,1,1,1,1,1,0
"GLCabcpp, GND, HEX1, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,0,1,1,1,1,1,1,0,1
"GLCabcpp, GND, HEX1, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,0,1,1,1,1,1,0,1,1
"GLCabcpp, GND, HEX1, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,0,1,1,1,1,0,1,1,1
